Age,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,StockOptionLevel,YearsWithCurrManager,JobRole_Healthcare Representative,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Sales Representative,BusinessTravel_Travel_Frequently,Department_Research & Development,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Attrition
0.5476190476190477,2,3,2,4,0.32059693811913037,1,0,0.3571428571428571,0,0,0,0,0,0,0,0,0,0,1,1
0.7380952380952379,3,2,2,2,0.2650842660491445,0,1,0.5,0,0,0,0,0,0,1,1,0,1,0,0
0.4523809523809524,4,2,1,3,0.06953557185128008,1,0,0.0,0,1,0,0,0,0,0,1,0,0,1,1
0.35714285714285715,4,3,1,3,0.12221793387366527,1,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0
0.21428571428571425,1,3,1,2,0.15817573652386469,0,1,0.14285714285714285,0,1,0,0,0,0,0,1,0,1,0,0
0.3333333333333333,4,3,1,4,0.13244564518204038,0,0,0.42857142857142855,0,1,0,0,0,0,1,1,0,0,1,0
0.976190476190476,3,4,1,1,0.10684420429692525,1,3,0.0,0,1,0,0,0,0,0,1,0,1,0,0
0.28571428571428564,4,3,1,3,0.10832368454908016,0,1,0.0,0,1,0,0,0,0,0,1,1,0,0,0
0.4761904761904761,4,2,3,3,0.5478579698957932,0,0,0.5714285714285714,0,0,0,1,0,0,1,1,0,0,1,0
0.42857142857142855,3,3,2,3,0.27196706548308247,0,2,0.5,1,0,0,0,0,0,0,1,0,1,0,0
0.4047619047619047,1,4,1,2,0.09114884857841245,0,1,0.21428571428571427,0,1,0,0,0,0,0,1,0,1,0,0
0.2619047619047619,4,2,2,3,0.20481152708092115,1,0,0.5714285714285714,0,1,0,0,0,0,0,1,0,0,1,0
0.3095238095238095,1,3,1,3,0.12234658433037439,0,1,0.21428571428571427,0,0,0,0,0,0,0,1,1,0,0,0
0.380952380952381,2,3,1,4,0.10626527724173422,0,1,0.14285714285714285,0,1,0,0,0,0,0,1,1,0,0,0
0.23809523809523808,3,2,1,3,0.06554740769329732,1,0,0.21428571428571427,0,1,0,0,0,0,0,1,0,0,1,1
0.2619047619047619,2,4,3,1,0.5770616235687637,0,1,0.5714285714285714,0,0,0,1,0,0,0,1,1,0,0,0
0.3333333333333333,1,4,1,2,0.14724044770358935,1,2,0.3571428571428571,0,0,0,0,0,0,0,1,1,0,0,0
0.09523809523809518,4,4,1,4,0.12389038981088384,1,2,0.0,0,1,0,0,0,0,0,1,1,0,0,0
0.8333333333333333,1,2,4,4,0.9274411424160557,0,0,0.5,0,0,1,0,0,0,0,0,0,1,0,0
0.4761904761904761,4,3,1,4,0.18879454522063555,1,0,0.14285714285714285,0,0,0,0,0,0,0,1,0,0,1,0
0.14285714285714285,1,4,2,3,0.19310433552039113,0,1,0.21428571428571427,0,0,0,1,0,0,0,1,1,0,0,0
0.42857142857142855,3,2,1,1,0.15425189759423646,0,0,0.21428571428571427,0,0,0,0,0,1,0,0,0,0,1,1
0.380952380952381,1,3,3,2,0.7066126334748489,0,0,0.7857142857142857,0,0,0,0,1,0,0,1,0,0,1,0
0.07142857142857145,3,3,1,4,0.014344525923067022,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0
0.380952380952381,2,3,1,1,0.12549852051974786,0,0,0.21428571428571427,0,0,0,0,0,0,0,1,0,0,1,1
0.8333333333333333,3,3,5,3,0.2515116428663322,0,1,0.5714285714285714,0,0,1,0,0,0,0,1,1,0,0,0
0.3333333333333333,2,1,1,1,0.18718641451177154,1,0,0.5,0,0,0,0,0,0,1,1,0,0,1,1
0.5714285714285714,3,3,2,2,0.37411552811012483,0,1,0.14285714285714285,0,0,0,0,0,0,0,0,0,1,0,0
0.6190476190476188,1,2,3,4,0.5943007847677859,0,1,0.21428571428571427,1,0,0,0,0,0,0,1,0,1,0,0
0.6666666666666665,2,3,5,1,0.2515116428663322,0,0,0.07142857142857142,0,0,1,0,0,0,0,0,0,0,1,0
0.35714285714285715,3,3,1,4,0.0956516145632317,0,0,0.0,0,1,0,0,0,0,0,1,0,0,1,0
0.6190476190476188,4,3,2,4,0.350958445902483,1,0,0.21428571428571427,1,0,0,0,0,0,0,1,0,1,0,0
0.28571428571428564,4,2,1,3,0.07699729834040912,0,0,0.5714285714285714,0,1,0,0,0,0,0,1,0,0,1,0
0.49999999999999994,4,3,2,4,0.06927827093786183,0,1,0.0,0,0,0,0,0,1,0,0,0,1,0,1
0.14285714285714285,2,3,1,4,0.08259359320725589,1,1,0.0,0,0,0,0,0,0,0,1,0,1,0,1
0.5952380952380951,4,4,1,3,0.10523607358806124,0,2,0.2857142857142857,0,0,0,0,0,0,0,1,1,0,0,0
0.7619047619047619,1,2,1,3,0.10768043226553455,1,0,0.14285714285714285,0,0,0,0,0,1,0,0,0,1,0,1
0.4047619047619047,4,3,1,4,0.06464685449633346,0,0,0.14285714285714285,0,0,0,0,0,1,0,0,0,1,0,0
0.42857142857142855,2,2,1,1,0.1550238003344912,1,1,0.0,0,0,0,0,0,0,0,1,0,1,0,0
0.35714285714285715,3,4,2,1,0.28090827222436643,0,2,0.21428571428571427,0,0,0,0,0,0,1,0,0,1,0,0
0.4047619047619047,3,3,1,4,0.06059436510999615,0,1,0.0,0,1,0,0,0,0,0,1,1,0,0,0
0.21428571428571425,4,3,1,1,0.08568120416827481,0,1,0.0,0,1,0,0,0,0,0,1,1,0,0,0
0.19047619047619052,1,1,1,3,0.08259359320725589,0,0,0.07142857142857142,0,1,0,0,0,0,0,1,0,0,1,1
0.21428571428571425,4,3,3,3,0.49639778721214467,0,0,0.5,0,0,0,0,0,0,1,0,0,0,1,0
0.28571428571428564,3,3,2,4,0.19310433552039113,0,0,0.5,0,1,0,0,0,0,1,1,0,0,1,0
0.5476190476190477,2,3,5,3,0.2515116428663322,0,0,0.5714285714285714,0,0,0,0,1,0,0,1,0,1,0,1
0.380952380952381,2,3,2,3,0.2289334877138814,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0
0.4523809523809524,2,3,1,2,0.1294866846777306,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0
0.6666666666666665,1,3,2,4,0.30638106265277243,1,0,0.5714285714285714,0,0,0,0,0,0,1,0,0,0,1,0
0.4047619047619047,4,4,1,4,0.08104978772674644,0,0,0.07142857142857142,0,1,0,0,0,0,0,1,0,1,0,0
0.7142857142857142,1,2,3,3,0.2812298983661392,1,0,0.0,0,1,0,0,0,0,0,1,0,0,1,1
0.23809523809523808,3,3,1,3,0.15643895535829155,1,0,0.14285714285714285,0,1,0,0,0,0,0,1,0,0,1,1
0.6190476190476188,2,3,2,1,0.28592564003602217,1,1,0.21428571428571427,0,0,0,0,0,0,0,0,1,0,0,0
0.4047619047619047,3,2,3,1,0.5708864016467259,1,1,0.21428571428571427,1,0,0,0,0,0,0,1,0,1,0,0
0.19047619047619052,3,2,2,4,0.202495818860157,1,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0
0.35714285714285715,1,3,3,4,0.8007847677859257,1,0,0.8571428571428571,0,0,0,0,1,0,1,1,0,0,1,0
0.4047619047619047,2,3,3,1,0.5184613405377589,0,1,0.5714285714285714,0,0,0,0,0,0,1,0,0,1,0,0
0.4047619047619047,3,3,1,1,0.1932973112054548,1,1,0.14285714285714285,0,1,0,0,0,0,0,1,0,1,0,0
0.3095238095238095,4,3,2,4,0.31557957030747463,0,1,0.5,0,1,0,0,0,0,0,1,1,0,0,0
0.4523809523809524,1,2,2,3,0.32059693811913037,0,1,0.5,0,0,0,1,0,0,0,1,1,0,0,0
0.3333333333333333,1,3,2,4,0.3314679017110511,1,1,0.5714285714285714,0,0,0,1,0,0,0,1,0,1,0,0
0.4761904761904761,4,3,2,4,0.08986234401132125,0,0,0.6428571428571428,0,1,0,0,0,0,1,1,0,0,1,0
0.7619047619047619,2,2,5,3,0.2515116428663322,1,1,0.5714285714285714,0,0,0,0,1,0,0,1,1,0,0,0
0.976190476190476,1,3,3,1,0.42634761353402806,0,0,0.6428571428571428,0,0,0,0,0,0,0,0,0,0,1,0
0.42857142857142855,3,3,3,3,0.5845233500578928,0,3,0.5714285714285714,1,0,0,0,0,0,0,1,1,0,0,0
0.8809523809523809,4,3,4,3,0.8842789141901455,1,3,0.14285714285714285,0,0,1,0,0,0,0,1,1,0,0,0
0.42857142857142855,2,2,2,2,0.353145503666538,0,0,0.21428571428571427,0,0,0,1,0,0,1,1,0,0,1,0
0.6428571428571428,2,3,3,1,0.5605943651099962,0,1,0.0,0,0,0,0,0,0,0,1,1,0,0,0
0.4047619047619047,2,3,1,1,0.07622539560015439,0,1,0.14285714285714285,0,0,0,0,0,0,1,1,0,1,0,0
0.42857142857142855,4,2,1,3,0.15302971825549982,1,1,0.0,0,0,0,0,0,0,0,1,0,1,0,1
0.976190476190476,1,2,2,3,0.2871478193747588,0,0,0.21428571428571427,0,0,0,0,0,0,1,0,0,0,1,0
0.2619047619047619,3,3,1,2,0.10896693683262575,0,1,0.2857142857142857,0,0,0,0,0,0,0,1,0,1,0,0
0.3095238095238095,3,3,1,2,0.0959732407050045,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0
0.3333333333333333,2,3,2,2,0.3351987649556156,0,2,0.6428571428571428,0,0,0,0,0,0,0,1,0,1,0,0
0.42857142857142855,2,4,1,4,0.1305158883314036,0,0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
0.3095238095238095,3,3,2,4,0.21967065483082465,0,0,0.5714285714285714,0,0,0,1,0,0,0,1,0,0,1,0
0.4047619047619047,3,2,2,1,0.21246622925511388,0,0,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,1,0
0.6428571428571428,4,3,3,1,0.7870834941464042,1,0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
0.4523809523809524,1,3,3,3,0.8140357648269652,0,0,0.14285714285714285,0,0,0,0,1,0,0,1,0,0,1,0
0.6666666666666665,2,3,2,2,0.25807281615849736,1,1,0.14285714285714285,0,0,0,0,0,0,0,0,1,0,0,0
0.28571428571428564,4,2,2,4,0.26482696513572623,1,2,0.0,0,1,0,0,0,0,0,1,0,1,0,0
0.4047619047619047,2,2,1,3,0.11900167245593722,0,0,0.2857142857142857,0,0,0,0,0,0,0,1,0,0,1,0
0.8809523809523809,1,3,3,4,0.5937218577125949,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0
0.4761904761904761,2,1,2,4,0.27788498649170207,1,3,0.6428571428571428,0,0,0,0,0,0,0,1,1,0,0,0
0.380952380952381,1,3,2,2,0.21330245722372315,0,0,0.21428571428571427,0,0,0,1,0,0,0,1,0,1,0,0
0.9047619047619047,4,1,3,4,0.4020970024443587,0,0,0.14285714285714285,0,0,0,1,0,0,0,1,0,0,1,0
0.11904761904761901,3,3,1,1,0.08445902482953814,0,1,0.0,0,0,0,0,0,1,0,0,1,0,0,0
0.7857142857142856,4,3,1,4,0.06857069342596166,0,2,0.21428571428571427,0,1,0,0,0,0,0,1,0,1,0,0
